fauteuils;entrees_2021;entrees_2020;proprietaire;part des seances de films Art et Essai;latitude;longitude;num_auto;region_administrative;code_INSEE;population_de_la_commune;departement;num_UU;unite_urbaine;population_unite_urbaine;situation_geographique;ecrans;semaines_d_activite;seances;evolution_entrees;tranche_d_entrees;categorie_Art_et_Essai;label_Art_et_Essai;zone_de_la_commune;nombre_de_films_programmes;nombre_de_films_inedits;nombre_de_films_en_semaine_1;PdM_en_entrees_des_films_francais;PdM_en_entrees_des_films_americains;PdM_en_entrees_des_films_europeens;PdM_en_entrees_des_autres_films;films_Art_et_Essai;PdM_en_entrees_des_films_Art_et_Essai
490;4 501;5 690;ORGANISATION CINEMATOGRAPHIQUE FAVARD;33,3;45.355735;-1.060588;446204;NOUVELLE AQUITAINE;33540;2464;33;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;8;16;-20,9;De 2 à 5 000 entrées;NON;;R;15;6;0;54,4;15,2;30,4;0;2;35,1
98;3 063;1 137;MAISON DES JEUNES ET DE LA CULTURE DE VERDUN SUR GARONNE        ;48,1;43.851122;1.234903;447605;OCCITANIE;82190;4848;82;82104;Verdun-sur-Garonne;4848;06-autres communes et unités urbaines;1;32;214;169,4;De 2 à 5 000 entrées;E;JPPR;I;153;121;0;61,5;20,6;15,7;2,2;63;26,5
110;2 818;1 542;COMMUNAUTE DE COMMUNES VIC-MONTANER;29,2;43.387059;0.055241;451594;OCCITANIE;65460;5131;65;65201;Vic-en-Bigorre;5131;06-autres communes et unités urbaines;1;30;294;82,7;De 2 à 5 000 entrées;E;;I;118;97;0;51,3;30,1;18,7;0;36;30,2
112;4 291;3 579;CINE 32;36;43.757919;0.302664;451631;OCCITANIE;32462;3569;32;32104;Vic-Fezensac;4025;06-autres communes et unités urbaines;1;31;196;19,9;De 2 à 5 000 entrées;E;JPPR;C;147;127;22;57,9;32,7;8,3;1,2;53;27,1
436;5 606;1 207;PEI;9,2;43.78629;-1.402582;452961;NOUVELLE AQUITAINE;40328;1646;40;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;22;219;364,5;De 5 à 10 000 entrées;E;;R;70;61;29;38,8;44,1;16,5;0,6;15;6,7
162;7 836;5 230;ASSOCIATION CINEFOL 31;55,5;43.398281;1.715623;456362;OCCITANIE;31582;4725;31;31114;Villefranche-de-Lauragais;5285;06-autres communes et unités urbaines;1;31;405;49,8;De 5 à 10 000 entrées;E;RDJP;C;202;166;0;60,9;24,1;13,2;1,9;102;46,9
305;17 669;6 821;CHIAPPINI DIDIER;19,9;44.351282;2.034728;456402;OCCITANIE;12300;12357;12;12301;Villefranche-de-Rouergue;13124;06-autres communes et unités urbaines;2;32;1 286;159;De 10 à 20 000 entrées;E;;C;110;95;43;41,2;47,5;10,3;1,1;42;11,4
3167;331 550;215 265;VILNAMOND;14,6;44.788343;-0.532977;457411;NOUVELLE AQUITAINE;33550;35480;33;33701;Bordeaux;951880;04-Unités urbaines de 100 000 hbts ou plus;15;32;18 275;54;De 300 à 450 000 entrées;NON;;B;180;158;156;28,2;55;15,5;1,4;36;7,7
676;41 690;25 873;SARL MINAS;11;44.408808;0.704017;458401;NOUVELLE AQUITAINE;47323;22600;47;47401;Villeneuve-sur-Lot;49671;05-Unités urbaines de 20 000 à 100 000 hbts;6;32;4 273;61,1;De 40 à 50 000 entrées;NON;;C;121;109;85;32,5;50,9;15,2;1,4;27;5,4
120;15 505;15 639;CENTRE REGIONAL DE PROMOTION DU CINEMA;12,5;46.716996;0.536753;465651;NOUVELLE AQUITAINE;86298;2267;86;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;31;463;-0,9;De 10 à 20 000 entrées;E;JPPR;R;60;41;0;72,9;18,5;8,6;0;6;13,8
200;1 576;1 127;COMMUNE DES MATHES;30,4;45.714055;-1.142718;703700;NOUVELLE AQUITAINE;17225;2073;17;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;30;130;39,8;Moins de 2000 entrées;NON;;R;87;74;0;73;19,5;7,5;0;24;19,2
201;2 376;1 463;ASSOCIATION CINEFOL 31;50;43.795535;1.6077;706850;OCCITANIE;31066;4160;31;31109;Bessières;4160;06-autres communes et unités urbaines;1;25;94;62,4;De 2 à 5 000 entrées;NON;;I;73;55;1;45,9;34,9;17,9;1,2;28;20,2
769;46 610;0;VEO COLOMIERS;32,9;43.609645;1.330951;706900;OCCITANIE;31149;39648;31;31701;Toulouse;996979;04-Unités urbaines de 100 000 hbts ou plus;5;30;2 415;#DIV/0!;De 40 à 50 000 entrées;C;RDJPPR;B;168;116;47;47,2;41,3;11,1;0,4;59;21,4
634;89 660;59 258;LES CINEMAS DU NORD BASSIN;29,6;44.744571;-1.093117;707300;NOUVELLE AQUITAINE;33005;12371;33;33305;Andernos-les-Bains;19605;06-autres communes et unités urbaines;4;32;3 239;51,3;De 80 à 100 000 entrées;E;JP;C;198;163;86;46,9;38,5;13,7;0,8;84;19,3
2014;217 755;163 851;SOCIETE RENNAISE DE DIFFUSION CINEMATOGRAPHIQUE;12,7;46.697805;-1.426619;718200;PAYS DE LA LOIRE;85191;57717;85;85501;La Roche-sur-Yon;57717;05-Unités urbaines de 20 000 à 100 000 hbts;9;32;8 471;32,9;De 200 à 300 000 entrées;NON;;I;164;121;118;39,1;48,2;12,1;0,6;20;6,9
294;35 935;35 007;ETABLISSEMENT PUBLIC DE COOPERATION CULTURELLE CINEMATOGRAPHIQUE;94,6;46.673549;-1.425858;718210;PAYS DE LA LOIRE;85191;57717;85;85501;La Roche-sur-Yon;57717;05-Unités urbaines de 20 000 à 100 000 hbts;2;32;2 136;2,7;De 30 à 40 000 entrées;D;RDJPPR;I;205;119;72;59,6;19,8;16,2;4,4;102;94,2
1096;114 725;62 203;KORIC;6,9;43.485068;-1.471948;720600;NOUVELLE AQUITAINE;64102;52569;64;751;Bayonne (partie française);251522;04-Unités urbaines de 100 000 hbts ou plus;7;32;8 133;84,4;De 100 à 150 000 entrées;NON;;C;109;97;95;35;49,4;13,7;1,9;11;5,9
2082;169 502;118 263;CAP' CINEMA MONTAUBAN;12;43.973656;1.38232;720750;OCCITANIE;82121;62405;82;82501;Montauban;81388;05-Unités urbaines de 20 000 à 100 000 hbts;11;32;11 695;43,3;De 150 à 200 000 entrées;NON;;C;149;134;134;31,8;52,4;14,5;1,3;22;5,7
288;30 220;24 466;LES MONTREURS D'IMAGES;96,3;44.204672;0.62747;721602;NOUVELLE AQUITAINE;47001;33887;47;47501;Agen;82630;05-Unités urbaines de 20 000 à 100 000 hbts;2;30;1 639;23,5;De 30 à 40 000 entrées;D;RDJPPR;C;208;129;49;66,9;8;20,5;4,7;113;96
1533;106 241;63 269;CAP CINEMA PERIGUEUX                                            ;14,5;43.923796;2.144604;721750;OCCITANIE;81004;50741;81;81502;Albi;76988;05-Unités urbaines de 20 000 à 100 000 hbts;8;32;9 243;67,9;De 100 à 150 000 entrées;NON;;C;136;117;116;37,6;48,9;12,2;1,3;22;8,6
1327;93 919;58 759;LE CLUB;26,2;43.887186;-0.501779;721850;NOUVELLE AQUITAINE;40192;31103;40;40401;Mont-de-Marsan;41091;05-Unités urbaines de 20 000 à 100 000 hbts;8;32;6 681;59,8;De 80 à 100 000 entrées;D;JP;C;199;171;154;34,7;50,6;13,6;1,2;73;12,6
266;5 435;5 399;EIDOS;75,3;43.961546;1.342434;722000;OCCITANIE;82025;3801;82;82501;Montauban;81388;05-Unités urbaines de 20 000 à 100 000 hbts;1;32;428;0,7;De 5 à 10 000 entrées;D;RDJP;B;129;95;2;56,4;21,6;15,8;6,3;73;64,6
1575;110 468;82 055;LESCARMOND;9,4;43.319282;-0.433455;722040;NOUVELLE AQUITAINE;64335;10156;64;64601;Pau;204082;04-Unités urbaines de 100 000 hbts ou plus;9;32;10 737;34,6;De 100 à 150 000 entrées;NON;;B;127;112;110;35,9;49,8;13,3;1;14;5
118;5 385;5 310;ASSOCIATION CINE PASSION EN PERIGORD;36,1;45.182708;0.762663;722720;NOUVELLE AQUITAINE;24053;11058;24;24501;Périgueux;77210;05-Unités urbaines de 20 000 à 100 000 hbts;1;31;316;1,4;De 5 à 10 000 entrées;D;;B;125;91;0;59,3;32,7;6,3;1,7;41;29,5
1161;114 218;71 309;KINEPOLIS IMMO THIONVILLE;7,4;43.690447;1.403453;723480;OCCITANIE;31182;5331;31;31701;Toulouse;996979;04-Unités urbaines de 100 000 hbts ou plus;8;32;7 635;60,2;De 100 à 150 000 entrées;NON;;B;124;105;102;26,5;57,2;15;1,2;12;5,7
1051;93 307;67 220;SOCIETE CADURCIENNE D'EXPLOITATION CINEMATOGRAPHIQUE;35,3;44.456197;1.450773;724520;OCCITANIE;46042;20844;46;46401;Cahors;24460;05-Unités urbaines de 20 000 à 100 000 hbts;7;32;5 296;38,8;De 80 à 100 000 entrées;D;RDJP;C;281;205;150;45,8;38,7;13,7;1,7;105;25
771;36 583;0;ASS GESTION CINEMA GRAND ECRAN HERBIERS;20,6;46.879542;-1.017191;724680;PAYS DE LA LOIRE;85109;16616;85;85303;Les Herbiers;16616;06-autres communes et unités urbaines;5;31;921;#DIV/0!;De 30 à 40 000 entrées;E;JP;I;120;99;53;46,8;44;8,7;0,4;29;7,8
182;3 071;2 513;ECRAN 7;46,3;43.578553;1.262865;724760;OCCITANIE;31526;8589;31;31701;Toulouse;996979;04-Unités urbaines de 100 000 hbts ou plus;1;27;294;22,2;De 2 à 5 000 entrées;NON;;B;87;69;0;58,3;22,6;18,8;0,3;35;32,8
1076;90 858;24 575;CIDECO;13,8;44.97498;5.575891;724800;AUVERGNE / RHONE-ALPES;38090;273;38;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;6;32;5 242;269,7;De 80 à 100 000 entrées;NON;;R;136;110;88;41,5;46,2;11,8;0,5;23;7,6
98;1 549;52;BENAC HERVE;36,3;44.182478;2.786721;724840;OCCITANIE;12307;312;12;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;29;131;2 878,80;Moins de 2000 entrées;NON;;R;40;37;0;87,3;8,9;3,8;0;14;28,3
2394;92 346;0;UGC CINE CITE;19,2;44.866428;-0.561068;725080;NOUVELLE AQUITAINE;33063;260352;33;33701;Bordeaux;951880;04-Unités urbaines de 100 000 hbts ou plus;13;26;10 553;#DIV/0!;De 80 à 100 000 entrées;NON;;C;138;107;100;38,5;45,7;15,8;0,1;30;15,9
268;2 614;3 943;OCINE;11,1;50.639733;2.390569;13161;HAUTS DE FRANCE;62014;10040;62;752;Béthune;358638;04-Unités urbaines de 100 000 hbts ou plus;1;9;46;-33,7;De 2 à 5 000 entrées;NON;;B;24;13;0;31,3;53,8;14,9;0;2;11,2
206;4 727;5 316;FESTIVE ET CINEMATOGRAPHIQUE ANICHOISE;6,6;50.33114;3.252155;19702;HAUTS DE FRANCE;59008;10230;59;59701;Valenciennes (partie française);337884;04-Unités urbaines de 100 000 hbts ou plus;1;28;261;-11,1;De 2 à 5 000 entrées;NON;;B;73;52;0;32,5;40,8;26,7;0;4;4
720;75 698;54 143;MLPA;13,8;50.686113;2.894624;24246;HAUTS DE FRANCE;59017;25140;59;59501;Armentières (partie française);80174;05-Unités urbaines de 20 000 à 100 000 hbts;5;32;5 802;39,8;De 50 à 80 000 entrées;D;JP;C;134;104;97;38,2;50,3;10,3;1,1;20;7,3
679;117 820;78 772;LECA;24,2;50.29185;2.780997;25032;HAUTS DE FRANCE;62041;42341;62;62502;Arras;89449;05-Unités urbaines de 20 000 à 100 000 hbts;6;32;5 917;49,6;De 100 à 150 000 entrées;D;JPPR;C;232;158;120;38,3;48,3;12;1,4;66;14,1
930;14 669;0;LECA;78,6;50.290037;2.776981;25038;HAUTS DE FRANCE;62041;42341;62;62502;Arras;89449;05-Unités urbaines de 20 000 à 100 000 hbts;1;3;56;#DIV/0!;De 10 à 20 000 entrées;NON;;C;44;22;1;83,8;0;8;8,3;17;54,8
514;3 747;3 144;COMMUNE D'AUCHEL;12,9;50.506306;2.472945;29144;HAUTS DE FRANCE;62048;10443;62;752;Béthune;358638;04-Unités urbaines de 100 000 hbts ou plus;1;29;236;19,2;De 2 à 5 000 entrées;NON;;B;73;57;0;22,9;49,9;26,4;0,8;10;3,4
234;12 568;1 761;ASSOCIATION LE SONHIR 3;19,5;50.124842;3.926833;33621;HAUTS DE FRANCE;59036;4487;59;59209;Avesnes-sur-Helpe;8086;06-autres communes et unités urbaines;2;32;1 088;613,7;De 10 à 20 000 entrées;NON;;C;182;156;23;37,8;48,4;13,2;0,7;58;8,5
193;5 931;5 332;ASSOCIATION GESTION CINEMA FAMILIA;19,9;50.408702;2.824662;33912;HAUTS DE FRANCE;62065;17722;62;756;Douai - Lens;509148;04-Unités urbaines de 100 000 hbts ou plus;1;32;248;11,2;De 5 à 10 000 entrées;NON;;B;42;26;1;32;42,6;25,5;0;6;19,5
145;8 740;6 202;OFFICE MUNICIPAL DE LA JEUNESSE ET DE LA CULTURE EDUCATION PERMA;48,8;50.740146;2.736651;36352;HAUTS DE FRANCE;59043;15269;59;59501;Armentières (partie française);80174;05-Unités urbaines de 20 000 à 100 000 hbts;1;32;525;40,9;De 5 à 10 000 entrées;D;JP;C;106;88;4;54,4;28,2;16,2;1,3;46;35,2
211;19 834;19 280;CINE LIGUE HAUTS DE FRANCE;26,4;50.427424;1.879935;45471;HAUTS DE FRANCE;62100;2122;62;62111;Beaurainville;3361;06-autres communes et unités urbaines;1;31;384;2,9;De 10 à 20 000 entrées;E;JP;C;101;64;1;35,9;39,5;24,1;0,4;23;26,7
566;70 702;49 725;CINOS                                                           ;17,9;50.408345;1.593105;50033;HAUTS DE FRANCE;62108;14127;62;62401;Berck;45143;05-Unités urbaines de 20 000 à 100 000 hbts;3;32;2 758;42,2;De 50 à 80 000 entrées;D;JP;C;193;141;67;41,1;46,7;12,1;0,1;50;6,6
1464;121 066;37 711;ETOILE CINEMAS DEVELOPPEMENT;11,8;50.521692;2.641202;53122;HAUTS DE FRANCE;62119;25544;62;752;Béthune;358638;04-Unités urbaines de 100 000 hbts ou plus;9;32;9 026;221;De 100 à 150 000 entrées;NON;;C;216;145;119;32,8;54,2;12,3;0,6;40;4,1
944;93 556;65 267;L ETOILE;26,7;50.722562;1.605722;66761;HAUTS DE FRANCE;62160;41106;62;62503;Boulogne-sur-Mer;85730;05-Unités urbaines de 20 000 à 100 000 hbts;7;32;6 324;43,3;De 80 à 100 000 entrées;D;;C;202;159;130;37,2;50,5;10,8;1,5;67;12,8
356;4 500;4 776;ASSOCIATION CERCLE FAMILIAL;55,2;50.770801;3.08126;69231;HAUTS DE FRANCE;59098;4872;59;59702;Lille (partie française);1056396;04-Unités urbaines de 100 000 hbts ou plus;1;28;144;-5,8;De 2 à 5 000 entrées;C;;B;76;54;0;74;16;7,1;2,9;33;32,2
156;6 264;4 899;COMMUNE DE BRAY DUNES;23,5;51.070372;2.519444;71791;HAUTS DE FRANCE;59107;4553;59;59134;Bray-Dunes;4553;06-autres communes et unités urbaines;1;31;358;27,9;De 5 à 10 000 entrées;E;JP;I;85;75;1;39,3;38,6;21,8;0,3;19;14,1
497;20 757;19 650;SOCIETE D'ECONOMIE MIXTE ARTOIS EXPANSION;60;50.479971;2.545868;76821;HAUTS DE FRANCE;62178;22259;62;752;Béthune;358638;04-Unités urbaines de 100 000 hbts ou plus;4;32;2 911;5,6;De 20 à 30 000 entrées;C;RDJPPR;C;181;136;44;55,5;32,8;9,2;2,5;76;43,3
2404;151 106;127 512;BRUAYMOND;9,9;50.49234;2.569387;76825;HAUTS DE FRANCE;62178;22259;62;752;Béthune;358638;04-Unités urbaines de 100 000 hbts ou plus;12;32;14 155;18,5;De 150 à 200 000 entrées;NON;;C;160;144;143;31;55;12,6;1,4;22;3,2
498;28 509;20 002;LES FILMS DE LA BASSE COUR;81,2;50.9517558;1.8543260999999802;82133;HAUTS DE FRANCE;62193;73555;62;62504;Calais;98926;05-Unités urbaines de 20 000 à 100 000 hbts;4;32;3 289;42,5;De 20 à 30 000 entrées;B;RDJPPR;C;219;156;30;53,4;28,6;15,8;2,2;121;54,4
605;95 437;58 153;LE PALACE;12,2;50.174792;3.236568;83071;HAUTS DE FRANCE;59122;33128;59;59403;Cambrai;47632;05-Unités urbaines de 20 000 à 100 000 hbts;5;32;5 338;64,1;De 80 à 100 000 entrées;NON;;C;123;107;95;35,3;53,4;10,3;1;22;6,9
178;2 972;2 567;COMMUNE DE CATEAU CAMBRESIS;5,6;50.106254;3.54484;89152;HAUTS DE FRANCE;59136;7091;59;59208;Le Cateau-Cambrésis;7380;06-autres communes et unités urbaines;1;28;144;15,8;De 2 à 5 000 entrées;NON;;C;58;48;0;40,6;49,2;10,2;0;3;2,6
598;20 779;15 630;COMMUNE DE CAUDRY;24,9;50.127719;3.415275;89644;HAUTS DE FRANCE;59139;14630;59;59307;Caudry;18687;06-autres communes et unités urbaines;2;32;888;32,9;De 20 à 30 000 entrées;E;JP;C;124;107;23;31,4;55,5;12,7;0,4;36;5,4
2371;218 858;152 053;GAUMONT;11,4;50.931939;1.8108;120181;HAUTS DE FRANCE;62239;2638;62;62504;Calais;98926;05-Unités urbaines de 20 000 à 100 000 hbts;12;32;11 537;43,9;De 200 à 300 000 entrées;NON;;B;183;160;135;33,3;53,8;12,1;0,8;47;4,4
314;8 183;6 077;CINE LIGUE HAUTS DE FRANCE;39,7;51.018022;2.380798;122525;HAUTS DE FRANCE;59155;21219;59;59602;Dunkerque;175925;04-Unités urbaines de 100 000 hbts ou plus;1;32;138;34,7;De 5 à 10 000 entrées;NON;;B;60;42;0;54,8;35,1;10,1;0;18;25,9
292;6 448;5 860;ASSOCIATION CULTURE ET RENCONTRES;3,6;50.453829;2.940575;125322;HAUTS DE FRANCE;62250;10640;62;756;Douai - Lens;509148;04-Unités urbaines de 100 000 hbts ou plus;1;17;180;10;De 5 à 10 000 entrées;NON;;B;46;44;3;53,5;31,5;15;0;2;2,3
986;68 309;0;SOCIETE GRIGNY CINEMA;6,5;50.326793;3.393394;137112;HAUTS DE FRANCE;59172;20055;59;59701;Valenciennes (partie française);337884;04-Unités urbaines de 100 000 hbts ou plus;7;32;7 365;#DIV/0!;De 50 à 80 000 entrées;NON;;B;145;119;109;25,5;61,4;12,3;0,8;21;1,6
111;4 166;1 657;OFFICE DU TOURISME ET DE LA CULTURE DE DESVRES;19,7;50.668276;1.837675;137663;HAUTS DE FRANCE;62268;4969;62;62203;Desvres;6456;06-autres communes et unités urbaines;1;29;266;151,4;De 2 à 5 000 entrées;NON;;C;86;70;2;46,2;30,6;23,2;0;18;4,9
117;9 353;9 470;HIPPODROME DE DOUAI THEATRE D'ARRAS DIT TANDEM;94,2;50.365337;3.083696;141631;HAUTS DE FRANCE;59178;40489;59;756;Douai - Lens;509148;04-Unités urbaines de 100 000 hbts ou plus;1;26;494;-1,2;De 5 à 10 000 entrées;C;RDJP;C;92;65;12;63,6;12,7;21;2,7;58;92,4
2000;184 418;122 994;MAJESTIC SA;13,9;50.375978;3.075606;141657;HAUTS DE FRANCE;59178;40489;59;756;Douai - Lens;509148;04-Unités urbaines de 100 000 hbts ou plus;10;32;10 370;49,9;De 150 à 200 000 entrées;NON;;C;192;155;152;30,6;56;12,4;1;38;4,8
166;8 693;12 111;OFFICE CULTUREL MUNICIPAL;41,3;50.300211;3.390251;141823;HAUTS DE FRANCE;59179;10343;59;59701;Valenciennes (partie française);337884;04-Unités urbaines de 100 000 hbts ou plus;1;28;416;-28,2;De 5 à 10 000 entrées;C;;B;156;130;1;58;27;13,3;1,8;59;30,5
2737;231 283;164 916;AMC EUROPE;17,5;51.033536;2.372294;143720;HAUTS DE FRANCE;59183;88141;59;59602;Dunkerque;175925;04-Unités urbaines de 100 000 hbts ou plus;15;32;13 077;40,2;De 200 à 300 000 entrées;NON;;C;179;157;159;32,8;53,5;12,5;1,2;39;5,5
456;27 055;28 790;TERRE NEUVE;96,4;51.033536;2.372294;143731;HAUTS DE FRANCE;59183;88141;59;59602;Dunkerque;175925;04-Unités urbaines de 100 000 hbts ou plus;2;32;1 998;-6;De 20 à 30 000 entrées;B;RDJPPR;C;230;147;60;68,2;11,2;12,4;8,3;131;95,3
133;1 923;1 384;ASSOCIATION LE SONHIR 3;10,2;50.013373;4.04454;167035;HAUTS DE FRANCE;59249;11905;59;59305;Fourmies;14815;06-autres communes et unités urbaines;1;32;418;38,9;Moins de 2000 entrées;NON;;C;90;82;1;61,9;33,4;4,4;0,4;13;26,8
227;13 380;10 851;REGIE PERSONNALISEE CINEMA LE VARLIN;8,9;51.018143;2.300028;182931;HAUTS DE FRANCE;59271;22986;59;59602;Dunkerque;175925;04-Unités urbaines de 100 000 hbts ou plus;1;32;575;23,3;De 10 à 20 000 entrées;NON;;B;77;69;1;20,1;68,7;11,1;0;10;3,4
369;15 368;11 403;L ETOILE;19,1;51.003064;2.131258;184364;HAUTS DE FRANCE;59273;11330;59;59602;Dunkerque;175925;04-Unités urbaines de 100 000 hbts ou plus;2;32;1 051;34,8;De 10 à 20 000 entrées;C;JP;B;153;124;29;31,8;55,8;12,4;0;36;3,8
237;9 681;9 551;OFFICE DU CINEMA HALLUINOIS;12,7;50.780027;3.127664;190194;HAUTS DE FRANCE;59279;20922;59;59702;Lille (partie française);1056396;04-Unités urbaines de 100 000 hbts ou plus;1;29;321;1,4;De 5 à 10 000 entrées;NON;;B;91;71;0;39,2;47,1;13,3;0,4;13;8,2
560;2 106;1 372;ASSOCIATION CINEMA LE PARADISIO;7,3;50.257558;3.913904;192833;HAUTS DE FRANCE;59291;14699;59;59601;Maubeuge (partie française);112104;04-Unités urbaines de 100 000 hbts ou plus;1;24;69;53,5;De 2 à 5 000 entrées;NON;;B;44;35;0;18,3;67,9;13,9;0;2;18,4
540;67 906;49 999;OCINE;16,9;50.724833;2.533715;193731;HAUTS DE FRANCE;59295;21848;59;59401;Hazebrouck;26706;05-Unités urbaines de 20 000 à 100 000 hbts;4;32;3 104;35,8;De 50 à 80 000 entrées;D;JP;C;152;128;83;43,1;45,4;11,1;0,5;41;7,8
2401;246 095;168 168;GAUMONT;11,2;50.409044;2.9707;194671;HAUTS DE FRANCE;62427;26289;62;756;Douai - Lens;509148;04-Unités urbaines de 100 000 hbts ou plus;12;32;11 163;46,3;De 200 à 300 000 entrées;NON;;C;225;176;140;25,8;61,2;12,2;0,9;58;4,2
580;6 071;6 661;ASSOCIATION CINEMA LE REGENT;6,6;50.296328;4.097609;204312;HAUTS DE FRANCE;59324;10340;59;59601;Maubeuge (partie française);112104;04-Unités urbaines de 100 000 hbts ou plus;1;32;462;-8,9;De 5 à 10 000 entrées;NON;;B;86;78;9;34;53,2;12,5;0,3;9;2,7
181;807;7 687;LES TOILES DU NORD;9,5;50.651234;3.02797;213491;HAUTS DE FRANCE;59328;27846;59;59702;Lille (partie française);1056396;04-Unités urbaines de 100 000 hbts ou plus;1;2;21;-89,5;Moins de 2000 entrées;NON;;B;7;7;0;74,1;21,8;4,1;0;1;4,1
154;5 971;5 768;AMICAL CINE;45,2;50.679317;3.243787;221842;HAUTS DE FRANCE;59339;9480;59;59702;Lille (partie française);1056396;04-Unités urbaines de 100 000 hbts ou plus;1;26;281;3,5;De 5 à 10 000 entrées;NON;;B;107;83;1;64,9;23,9;10,2;0,9;39;32,9
3391;237 947;171 976;PATHE LIEVIN;13,5;50.42314;2.777484;226125;HAUTS DE FRANCE;62510;30789;62;756;Douai - Lens;509148;04-Unités urbaines de 100 000 hbts ou plus;15;32;13 999;38,4;De 200 à 300 000 entrées;NON;;C;206;176;151;30,6;55,9;12,7;0,8;59;5
2705;383 546;257 929;UGC SAS;24,4;50.633831;3.063221;226974;HAUTS DE FRANCE;59350;235189;59;59702;Lille (partie française);1056396;04-Unités urbaines de 100 000 hbts ou plus;14;32;12 790;48,7;De 300 à 450 000 entrées;NON;;C;201;158;130;40,4;44,7;13,4;1,5;56;23,1
454;48 720;54 494;UGC CINE CITE;99,6;50.636559;3.066988;227031;HAUTS DE FRANCE;59350;235189;59;59702;Lille (partie française);1056396;04-Unités urbaines de 100 000 hbts ou plus;4;32;3 379;-10,6;De 40 à 50 000 entrées;A;RD;C;92;82;85;64,8;8,5;16,8;9,9;81;99,8
638;90 909;76 816;MAJESTIC SA;90,2;50.633401;3.06284;227281;HAUTS DE FRANCE;59350;235189;59;59702;Lille (partie française);1056396;04-Unités urbaines de 100 000 hbts ou plus;6;32;5 547;18,3;De 80 à 100 000 entrées;A;RDJPPR;C;143;87;83;64;17,4;11,5;7,1;80;91,7
7358;777 876;529 869;KINEPOLIS LE CHATEAU DU CINEMA;21,9;50.651256;2.975116;231270;HAUTS DE FRANCE;59350;235189;59;59702;Lille (partie française);1056396;04-Unités urbaines de 100 000 hbts ou plus;23;32;21 013;46,8;De 700 000 à 1 million d'entrées;NON;;C;262;215;213;26,5;56,6;15,4;1,4;85;7,9
426;65 083;0;M'CINE;36;50.6668;3.075466;246522;HAUTS DE FRANCE;59378;39291;59;59702;Lille (partie française);1056396;04-Unités urbaines de 100 000 hbts ou plus;3;28;3 082;#DIV/0!;De 50 à 80 000 entrées;NON;;B;125;101;74;53,3;33,7;12,9;0,1;49;26,4
305;14 444;9 312;COMMUNE DE MERVILLE;18,1;50.641083;2.637315;258812;HAUTS DE FRANCE;59400;9686;59;752;Béthune;358638;04-Unités urbaines de 100 000 hbts ou plus;1;32;476;55,1;De 10 à 20 000 entrées;C;;B;122;102;7;44,6;44,1;11,2;0,1;25;11,4
200;2 964;2 133;COMMUNAUTE D AGGLOMERATION DES DEUX BAIES EN MONTREUILLOIS;54;50.461411;1.759867;276221;HAUTS DE FRANCE;62588;2076;62;62201;Montreuil;4970;06-autres communes et unités urbaines;1;26;239;39;De 2 à 5 000 entrées;E;JP;C;96;73;3;51,6;37,8;4,7;5,8;41;49
198;9 694;7 309;LES AMIS DU CINEMA 2001-2002;16,6;50.632496;1.578876;287462;HAUTS DE FRANCE;62604;3815;62;62207;Neufchâtel-Hardelot;7388;06-autres communes et unités urbaines;1;30;629;32,6;De 5 à 10 000 entrées;NON;;C;56;52;12;56,4;30,1;13,6;0;14;8,5
137;7 955;7 220;MAISON DES ASSOCIATIONS;26,2;50.750026;3.123334;342332;HAUTS DE FRANCE;59508;13489;59;59702;Lille (partie française);1056396;04-Unités urbaines de 100 000 hbts ou plus;1;27;268;10,2;De 5 à 10 000 entrées;NON;;B;101;88;0;50,3;39,6;9,9;0,2;29;17,9
1590;71 675;55 234;LES ECRANS DE ROUBAIX                                           ;13,7;50.691883;3.165548;344352;HAUTS DE FRANCE;59512;98571;59;59702;Lille (partie française);1056396;04-Unités urbaines de 100 000 hbts ou plus;9;32;7 899;29,8;De 50 à 80 000 entrées;NON;;B;121;101;102;32,6;54,5;11,1;1,7;17;12,7
426;6 645;6 543;VILLE DE SANTES                                                 ;32,4;50.59221;2.959712;352223;HAUTS DE FRANCE;59553;5721;59;59702;Lille (partie française);1056396;04-Unités urbaines de 100 000 hbts ou plus;1;24;76;1,6;De 5 à 10 000 entrées;NON;;B;42;31;1;83;10,3;6,8;0;11;27,3
192;8 318;5 144;BOUREL PHILIPPE;6,9;50.174295;4.093165;364991;HAUTS DE FRANCE;59572;1818;59;0;Zone rurale;14862638;04-Unités urbaines de 100 000 hbts ou plus;1;30;342;61,7;De 5 à 10 000 entrées;NON;;R;68;57;15;36;49,5;13,6;1;7;3,6
1007;144 058;106 259;CINE HAINAUT                                                    ;7,3;50.437378;3.449925;372146;HAUTS DE FRANCE;59526;16205;59;59402;Saint-Amand-les-Eaux;34078;05-Unités urbaines de 20 000 à 100 000 hbts;6;32;4 949;35,6;De 100 à 150 000 entrées;NON;;C;130;110;78;25,4;62,5;11,3;0,7;25;3
